Timestamp,CPU Percentage,RAM Percentage,RAM Memory,GPU Memory,GPU Temperature
2024-05-29 15:35:44.641413,6.4,43.9,7495.94624,716,69
2024-05-29 15:35:49.864562,6.7,43.9,7499.833344,716,69
2024-05-29 15:35:55.099731,7.2,43.9,7492.550656,716,69
2024-05-29 15:36:00.348485,6.9,43.9,7500.652544,716,68
2024-05-29 15:36:05.581366,7.4,43.9,7498.907648,716,68
2024-05-29 15:36:10.817530,7.2,43.9,7503.601664,716,69
2024-05-29 15:36:16.035477,6.8,43.9,7500.730368,716,69
2024-05-29 15:36:21.250109,6.5,44.0,7504.039936,716,69
2024-05-29 15:36:26.488269,7.4,43.9,7502.290944,716,69
2024-05-29 15:36:31.705235,7.3,44.0,7507.181568,716,69
2024-05-29 15:36:36.925870,6.8,44.0,7504.67072,716,69
2024-05-29 15:36:42.160406,7.2,44.0,7504.347136,716,69
2024-05-29 15:36:47.393481,7.7,44.0,7507.468288,716,69
2024-05-29 15:36:52.636336,6.4,43.9,7497.854976,716,68
2024-05-29 15:36:57.848242,7.3,43.8,7476.207616,716,69
2024-05-29 15:37:03.079505,6.7,43.8,7478.837248,716,69
2024-05-29 15:37:08.299184,7.5,43.8,7477.383168,716,68
2024-05-29 15:37:13.533403,7.7,43.8,7479.455744,716,69
2024-05-29 15:37:18.769411,7.2,43.8,7484.895232,716,69
2024-05-29 15:37:24.007885,8.2,43.8,7483.994112,716,69
2024-05-29 15:37:29.254348,7.9,43.9,7486.85312,716,69
2024-05-29 15:37:34.486782,7.5,43.8,7484.944384,716,69
2024-05-29 15:37:39.722736,9.6,43.9,7487.721472,716,69
2024-05-29 15:37:44.957672,7.1,43.9,7487.533056,716,69
2024-05-29 15:37:50.207510,7.8,43.9,7490.957312,716,69
2024-05-29 15:37:55.455492,6.3,43.9,7486.640128,716,69
2024-05-29 15:38:00.673396,7.7,43.9,7492.521984,716,69
2024-05-29 15:38:05.909448,7.1,43.9,7486.754816,716,69
2024-05-29 15:38:11.129206,7.0,43.9,7490.174976,716,69
2024-05-29 15:38:16.362942,6.8,43.9,7488.241664,716,69
2024-05-29 15:38:21.584600,7.2,43.9,7491.719168,716,68
2024-05-29 15:38:26.798735,7.7,43.9,7491.530752,716,68
2024-05-29 15:38:32.016063,7.3,43.9,7495.426048,716,69
2024-05-29 15:38:37.252869,6.9,43.9,7492.93568,716,69
2024-05-29 15:38:42.486780,7.3,43.9,7494.823936,716,69
2024-05-29 15:38:47.723184,7.6,43.9,7493.566464,716,68
2024-05-29 15:38:52.955792,7.0,43.9,7501.754368,716,69
2024-05-29 15:38:58.192345,7.1,43.9,7501.811712,716,69
2024-05-29 15:39:03.424337,7.7,43.9,7500.632064,716,69
2024-05-29 15:39:08.642679,7.3,43.9,7501.627392,716,69
2024-05-29 15:39:13.864550,7.2,43.9,7503.622144,716,69
2024-05-29 15:39:19.111985,7.3,43.9,7494.365184,716,69
2024-05-29 15:39:24.348543,7.2,43.9,7496.015872,716,69
2024-05-29 15:39:29.591999,7.2,44.5,7595.798528,716,69
2024-05-29 15:39:34.830314,7.0,44.2,7546.527744,716,69
2024-05-29 15:39:40.042587,7.0,44.1,7530.201088,716,69
2024-05-29 15:39:45.267430,7.1,44.1,7522.230272,716,69
2024-05-29 15:39:50.504197,7.0,44.1,7525.695488,716,69
2024-05-29 15:39:55.751181,6.9,44.1,7522.226176,716,68
2024-05-29 15:40:00.989782,7.3,44.1,7526.293504,716,69
2024-05-29 15:40:06.238676,7.5,44.0,7519.563776,716,69
2024-05-29 15:40:11.470605,7.4,44.1,7523.352576,716,69
2024-05-29 15:40:16.707548,6.9,44.0,7519.657984,716,68
2024-05-29 15:40:21.925840,11.1,44.1,7520.997376,716,69
2024-05-29 15:40:27.156764,6.9,44.2,7540.559872,716,69
2024-05-29 15:40:32.378695,7.2,44.1,7534.997504,716,69
2024-05-29 15:40:37.597974,7.2,44.1,7535.013888,716,69
2024-05-29 15:40:42.817399,7.3,44.1,7526.52288,716,69
2024-05-29 15:40:48.037358,6.9,44.1,7524.192256,716,69
2024-05-29 15:40:53.268212,7.1,44.1,7524.59776,716,69
2024-05-29 15:40:58.518099,6.9,44.1,7522.349056,716,68
2024-05-29 15:41:03.749302,7.3,44.1,7521.349632,716,68
2024-05-29 15:41:08.984965,7.5,44.1,7525.400576,716,68
2024-05-29 15:41:14.221195,7.9,44.1,7521.779712,716,68
2024-05-29 15:41:19.471858,7.6,44.1,7522.623488,716,69
2024-05-29 15:41:24.704634,6.4,44.0,7519.850496,716,69
2024-05-29 15:41:29.940587,6.5,44.1,7523.794944,716,69
2024-05-29 15:41:35.174110,7.1,44.1,7521.75104,716,69
2024-05-29 15:41:40.378068,6.9,44.1,7525.400576,716,68
2024-05-29 15:41:45.598478,6.9,44.0,7519.236096,716,68
2024-05-29 15:41:50.829556,7.0,44.0,7518.47424,716,68
2024-05-29 15:41:56.066442,6.9,44.0,7518.121984,716,69
2024-05-29 15:42:01.300065,7.6,44.0,7520.58368,716,68
2024-05-29 15:42:06.548366,6.8,44.0,7519.707136,716,68
2024-05-29 15:42:11.785415,7.1,44.1,7521.673216,716,68
2024-05-29 15:42:17.017612,7.0,44.1,7521.120256,716,68
2024-05-29 15:42:22.238526,6.8,44.1,7522.213888,716,68
2024-05-29 15:42:27.457224,7.8,44.1,7521.927168,716,69
2024-05-29 15:42:32.692320,6.8,44.0,7520.01024,716,68
2024-05-29 15:42:37.923796,6.8,44.1,7522.14016,716,69
2024-05-29 15:42:43.161954,6.8,44.0,7520.751616,716,69
2024-05-29 15:42:48.403426,6.8,44.1,7521.923072,716,69
2024-05-29 15:42:53.645550,6.9,44.0,7520.550912,716,68
2024-05-29 15:42:58.883884,7.2,44.1,7524.00384,716,68
2024-05-29 15:43:04.114323,7.2,44.1,7523.397632,716,68
2024-05-29 15:43:09.350596,7.0,44.1,7527.6288,716,68
2024-05-29 15:43:14.576667,7.2,44.1,7524.663296,716,68
2024-05-29 15:43:19.828889,7.4,44.1,7524.777984,716,68
2024-05-29 15:43:25.081160,6.5,44.1,7523.67616,716,68
2024-05-29 15:43:30.331528,7.7,44.1,7524.511744,716,68
2024-05-29 15:43:35.566929,6.8,44.1,7525.359616,716,69
2024-05-29 15:43:40.793696,6.3,44.1,7527.612416,716,68
2024-05-29 15:43:46.017139,7.8,44.1,7526.076416,716,68
2024-05-29 15:43:51.255511,7.3,44.1,7528.63232,716,68
2024-05-29 15:43:56.489490,6.3,44.1,7526.395904,716,68
2024-05-29 15:44:01.718348,6.5,44.1,7525.834752,716,69
2024-05-29 15:44:06.941735,6.9,44.1,7528.955904,716,69
2024-05-29 15:44:12.159209,6.9,44.1,7525.732352,716,69
2024-05-29 15:44:17.408138,6.7,44.1,7529.955328,716,68
2024-05-29 15:44:22.644565,6.8,44.1,7528.87808,716,69
2024-05-29 15:44:27.860203,7.2,44.1,7531.737088,716,69
2024-05-29 15:44:33.082368,6.4,44.1,7528.034304,716,69
2024-05-29 15:44:38.316543,7.6,44.1,7531.43808,716,68
2024-05-29 15:44:43.551735,7.4,43.9,7503.261696,716,68
2024-05-29 15:44:48.769627,7.5,44.0,7504.019456,716,69
2024-05-29 15:44:54.004276,6.4,44.0,7512.510464,716,68
2024-05-29 15:44:59.237539,7.4,44.0,7510.85568,716,69
2024-05-29 15:45:04.472453,8.2,44.0,7512.387584,716,69
2024-05-29 15:45:09.706379,7.5,44.0,7515.492352,716,69
2024-05-29 15:45:14.926215,6.9,44.0,7514.333184,716,68
2024-05-29 15:45:20.162078,7.0,44.0,7514.812416,716,68
2024-05-29 15:45:25.379628,6.9,44.0,7513.759744,716,68
2024-05-29 15:45:30.604603,7.2,44.0,7512.301568,716,68
2024-05-29 15:45:35.849180,7.4,44.0,7515.414528,716,69
2024-05-29 15:45:41.091461,8.0,44.0,7520.58368,716,69
2024-05-29 15:45:46.349231,7.0,44.1,7523.319808,716,69
2024-05-29 15:45:51.583867,6.8,44.1,7523.012608,716,69
2024-05-29 15:45:56.816149,6.6,44.1,7525.851136,716,69
2024-05-29 15:46:02.033524,6.8,44.1,7523.926016,716,69
2024-05-29 15:46:07.266166,6.5,44.1,7527.030784,716,69
2024-05-29 15:46:12.488027,6.4,44.1,7524.962304,716,69
2024-05-29 15:46:17.719712,7.3,44.0,7520.673792,716,69
2024-05-29 15:46:22.932852,6.9,44.1,7524.360192,716,69
2024-05-29 15:46:28.173402,6.9,44.1,7521.693696,716,69
2024-05-29 15:46:33.419978,7.7,44.1,7524.9664,716,69
2024-05-29 15:46:38.673655,7.4,44.1,7524.286464,716,69
2024-05-29 15:46:43.907372,7.1,44.1,7526.25664,716,68
2024-05-29 15:46:49.127126,6.9,44.1,7521.591296,716,69
2024-05-29 15:46:54.347893,7.2,44.1,7524.732928,716,69
2024-05-29 15:46:59.566829,7.2,44.1,7525.494784,716,69
2024-05-29 15:47:04.800331,7.3,44.1,7525.289984,716,69
2024-05-29 15:47:10.046009,7.7,44.1,7524.589568,716,69
2024-05-29 15:47:15.269604,7.2,44.1,7526.44096,716,68
2024-05-29 15:47:20.519072,6.8,44.1,7523.958784,716,68
2024-05-29 15:47:25.755219,6.7,44.1,7526.969344,716,69
2024-05-29 15:47:30.991675,7.1,44.1,7526.961152,716,69
2024-05-29 15:47:36.237797,8.5,44.1,7528.32512,716,69
2024-05-29 15:47:41.488351,6.9,44.1,7528.534016,716,69
2024-05-29 15:47:46.736422,7.4,44.1,7527.26016,716,69
2024-05-29 15:47:51.972437,6.9,44.1,7529.652224,716,69
2024-05-29 15:47:57.207696,7.0,44.1,7527.235584,716,69
2024-05-29 15:48:02.441902,6.7,44.1,7531.896832,716,69
2024-05-29 15:48:07.660418,6.9,44.1,7529.013248,716,69
2024-05-29 15:48:12.892332,7.2,44.1,7533.682688,716,69
2024-05-29 15:48:18.098990,7.3,44.1,7530.00448,716,69
2024-05-29 15:48:23.331034,6.8,44.1,7534.866432,716,69
2024-05-29 15:48:28.564036,7.7,44.1,7532.040192,716,69
2024-05-29 15:48:33.814436,6.9,44.1,7532.273664,716,69
2024-05-29 15:48:39.048264,8.2,44.1,7530.876928,716,69
2024-05-29 15:48:44.269401,6.9,44.1,7523.4304,716,68
2024-05-29 15:48:49.500713,7.2,44.1,7527.436288,716,69
2024-05-29 15:48:54.735372,7.7,44.1,7522.848768,716,69
2024-05-29 15:48:59.982868,7.5,44.1,7526.305792,716,69
2024-05-29 15:49:05.213337,7.9,44.1,7523.639296,716,69
2024-05-29 15:49:10.457940,7.7,44.1,7526.924288,716,68
2024-05-29 15:49:15.690072,7.1,44.0,7519.752192,716,69
2024-05-29 15:49:20.940257,6.7,44.1,7521.927168,716,69
2024-05-29 15:49:26.175070,7.2,44.0,7519.174656,716,69
2024-05-29 15:49:31.409183,7.0,44.1,7521.636352,716,69
2024-05-29 15:49:36.647893,7.3,44.0,7520.043008,716,69
2024-05-29 15:49:41.895699,7.2,44.0,7520.141312,716,69
2024-05-29 15:49:47.129596,7.5,44.0,7516.348416,716,69
2024-05-29 15:49:52.378658,6.5,44.1,7521.726464,716,69
2024-05-29 15:49:57.613387,6.3,44.0,7518.957568,716,69
2024-05-29 15:50:02.829616,7.4,44.0,7518.26944,716,68
2024-05-29 15:50:08.081525,7.2,44.2,7548.694528,716,69
2024-05-29 15:50:13.316707,6.8,44.2,7545.577472,716,69
2024-05-29 15:50:18.548322,7.4,44.2,7550.988288,716,69
2024-05-29 15:50:23.787106,6.7,44.2,7553.179648,716,69
2024-05-29 15:50:29.033697,7.1,44.2,7552.196608,716,69
2024-05-29 15:50:34.253361,6.4,44.2,7553.654784,716,68
2024-05-29 15:50:39.486252,7.4,44.2,7551.291392,716,69
2024-05-29 15:50:44.738978,6.9,44.2,7545.50784,716,69
2024-05-29 15:50:49.972037,7.2,44.2,7547.641856,716,69
2024-05-29 15:50:55.191549,7.8,44.2,7544.56576,716,69
2024-05-29 15:51:00.440891,6.7,44.2,7547.031552,716,69
2024-05-29 15:51:05.675526,7.2,44.2,7544.295424,716,69
2024-05-29 15:51:10.924921,7.7,44.1,7536.943104,716,69
2024-05-29 15:51:16.171775,6.9,44.1,7532.548096,716,69
2024-05-29 15:51:21.395016,7.0,44.1,7535.464448,716,69
2024-05-29 15:51:26.643409,7.3,44.1,7535.087616,716,69
2024-05-29 15:51:31.876422,6.8,44.1,7535.771648,716,69
2024-05-29 15:51:37.115342,6.9,44.1,7522.947072,716,69
2024-05-29 15:51:42.363293,6.5,44.0,7520.169984,716,69
2024-05-29 15:51:47.595848,7.0,44.1,7526.13376,716,68
2024-05-29 15:51:52.846902,7.0,44.1,7524.519936,716,69
2024-05-29 15:51:58.081378,7.0,43.9,7492.456448,716,69
2024-05-29 15:52:03.331280,8.0,43.9,7497.723904,716,69
2024-05-29 15:52:08.551769,7.2,43.9,7501.213696,716,69
2024-05-29 15:52:13.785831,6.9,43.9,7495.860224,716,69
2024-05-29 15:52:19.017671,6.7,43.9,7500.546048,716,69
2024-05-29 15:52:24.239438,6.4,43.9,7497.568256,716,69
2024-05-29 15:52:29.472743,7.9,43.9,7502.06976,716,69
2024-05-29 15:52:34.719912,7.0,43.9,7496.282112,716,69
2024-05-29 15:52:39.959282,6.5,43.9,7501.869056,716,69
2024-05-29 15:52:45.190506,7.4,43.9,7498.973184,716,69
2024-05-29 15:52:50.410261,7.2,43.9,7502.594048,716,69
2024-05-29 15:52:55.629108,7.7,43.9,7500.771328,716,69
2024-05-29 15:53:00.832777,7.6,44.1,7527.64928,716,69
2024-05-29 15:53:06.051134,8.0,44.5,7589.773312,716,69
2024-05-29 15:53:11.279445,6.8,44.3,7567.11424,716,69
2024-05-29 15:53:16.503017,6.9,44.3,7571.972096,716,69
2024-05-29 15:53:21.738594,7.4,44.3,7571.054592,716,69
2024-05-29 15:53:26.972785,7.0,44.4,7573.270528,716,69
2024-05-29 15:53:32.192894,7.0,44.3,7568.187392,716,69
2024-05-29 15:53:37.412694,6.7,44.2,7548.612608,716,69
2024-05-29 15:53:42.629528,6.7,44.2,7541.51424,716,69
2024-05-29 15:53:47.861808,6.6,44.2,7544.733696,716,69
2024-05-29 15:53:53.113597,6.0,44.2,7543.033856,716,69
2024-05-29 15:53:58.363626,7.2,44.2,7547.891712,716,69
2024-05-29 15:54:03.582084,11.1,44.2,7554.768896,716,69
2024-05-29 15:54:08.816411,9.5,44.5,7604.666368,716,69
2024-05-29 15:54:14.051354,6.7,44.9,7658.463232,716,69
2024-05-29 15:54:19.284674,6.4,44.8,7655.305216,716,69
2024-05-29 15:54:24.532963,7.4,44.8,7654.105088,716,69
2024-05-29 15:54:29.768670,6.7,44.8,7654.756352,716,69
2024-05-29 15:54:35.004726,6.8,44.8,7651.733504,716,69
2024-05-29 15:54:40.240240,7.4,44.8,7655.104512,716,69
2024-05-29 15:54:45.474286,7.5,44.8,7654.76864,716,69
2024-05-29 15:54:50.690878,7.0,44.8,7654.600704,716,69
2024-05-29 15:54:55.926357,7.4,44.8,7654.080512,716,69
2024-05-29 15:55:01.144641,7.4,44.8,7655.97696,716,69
2024-05-29 15:55:06.376997,6.8,44.8,7655.448576,716,69
2024-05-29 15:55:11.613324,6.8,44.8,7654.797312,716,69
2024-05-29 15:55:16.861049,7.0,44.8,7657.00096,716,69
2024-05-29 15:55:22.083587,7.5,44.8,7641.767936,716,69
2024-05-29 15:55:27.315522,7.1,44.8,7645.483008,716,69
2024-05-29 15:55:32.554228,6.3,44.8,7646.777344,716,69
2024-05-29 15:55:37.785898,6.4,44.8,7646.072832,716,69
2024-05-29 15:55:43.020028,6.9,44.8,7643.291648,716,69
2024-05-29 15:55:48.250886,6.3,44.8,7645.208576,716,69
2024-05-29 15:55:53.487977,7.2,44.8,7643.377664,716,69
2024-05-29 15:55:58.736692,7.1,44.8,7644.024832,716,69
2024-05-29 15:56:03.957120,6.7,44.8,7647.399936,716,69
2024-05-29 15:56:09.206691,7.1,44.8,7644.811264,716,69
2024-05-29 15:56:14.456895,6.7,44.6,7620.308992,716,69
2024-05-29 15:56:19.677933,6.8,44.6,7617.937408,716,69
2024-05-29 15:56:24.910125,6.8,44.6,7620.804608,716,69
2024-05-29 15:56:30.126776,6.8,44.6,7618.08896,716,69
2024-05-29 15:56:35.365271,6.7,44.6,7622.193152,716,69
2024-05-29 15:56:40.607311,7.2,44.6,7618.494464,716,69
2024-05-29 15:56:45.848530,7.2,44.6,7618.224128,716,69
2024-05-29 15:56:51.082345,7.0,44.6,7621.165056,716,69
2024-05-29 15:56:56.332225,7.2,44.6,7619.969024,716,69
2024-05-29 15:57:01.561646,7.1,44.6,7623.180288,716,69
2024-05-29 15:57:06.801629,7.0,44.7,7623.5776,716,69
2024-05-29 15:57:12.037063,7.2,44.6,7621.828608,716,69
2024-05-29 15:57:17.270039,7.4,44.6,7619.39968,716,69
2024-05-29 15:57:22.511609,6.9,44.6,7623.184384,716,69
2024-05-29 15:57:27.741546,6.8,44.6,7620.972544,716,69
2024-05-29 15:57:32.958555,6.7,44.6,7619.661824,716,69
2024-05-29 15:57:38.189021,7.1,44.6,7623.172096,716,69
2024-05-29 15:57:43.425915,6.4,44.6,7620.665344,716,69
2024-05-29 15:57:48.676453,6.8,44.7,7624.728576,716,69
2024-05-29 15:57:53.895045,7.5,44.6,7622.795264,716,69
2024-05-29 15:57:59.129653,7.0,44.7,7626.0352,716,68
2024-05-29 15:58:04.375536,7.4,44.7,7624.052736,716,69
2024-05-29 15:58:09.629337,6.8,44.7,7629.942784,716,69
2024-05-29 15:58:14.836716,6.6,44.7,7623.51616,716,69
2024-05-29 15:58:20.080793,6.8,44.7,7626.09664,716,69
2024-05-29 15:58:25.289008,6.5,44.7,7625.6256,716,69
2024-05-29 15:58:30.518833,7.3,44.7,7629.238272,716,69
2024-05-29 15:58:35.753081,7.0,44.7,7627.558912,716,69
2024-05-29 15:58:41.005137,7.4,44.7,7629.504512,716,69
2024-05-29 15:58:46.254675,7.4,44.7,7630.25408,716,69
2024-05-29 15:58:51.488068,7.7,44.7,7631.945728,716,69
2024-05-29 15:58:56.707630,6.7,44.7,7629.78304,716,69
2024-05-29 15:59:01.910705,7.3,44.7,7630.29504,716,69
2024-05-29 15:59:07.144885,6.9,44.7,7633.616896,716,69
2024-05-29 15:59:12.379064,7.8,44.7,7632.121856,716,69
2024-05-29 15:59:17.629678,7.5,44.7,7636.455424,716,69
2024-05-29 15:59:22.865733,6.8,44.7,7635.345408,716,69
2024-05-29 15:59:28.080477,7.0,44.7,7638.67136,716,69
2024-05-29 15:59:33.316141,6.5,44.7,7636.721664,716,69
2024-05-29 15:59:38.545056,7.2,44.7,7638.40512,716,69
2024-05-29 15:59:43.796582,7.6,44.7,7635.648512,716,69
2024-05-29 15:59:49.035914,7.0,44.7,7637.295104,716,69
2024-05-29 15:59:54.285106,7.3,44.7,7635.357696,716,69
2024-05-29 15:59:59.502985,6.8,44.7,7638.962176,716,69
2024-05-29 16:00:04.740325,6.6,44.7,7637.38112,716,69
2024-05-29 16:00:09.987766,6.5,44.7,7632.36352,716,69
2024-05-29 16:00:15.209734,7.3,44.7,7627.743232,716,69
2024-05-29 16:00:20.455892,6.8,44.7,7629.758464,716,69
2024-05-29 16:00:25.677811,7.3,44.7,7623.938048,716,69
2024-05-29 16:00:30.924726,8.9,44.7,7626.010624,716,69
2024-05-29 16:00:36.175632,7.7,44.7,7625.09312,716,68
2024-05-29 16:00:41.410505,7.3,44.7,7626.657792,716,69
2024-05-29 16:00:46.627403,7.8,44.7,7626.62912,716,69
2024-05-29 16:00:51.844470,6.8,44.7,7629.504512,716,69
2024-05-29 16:00:57.084080,7.1,44.7,7626.952704,716,69
2024-05-29 16:01:02.317596,7.1,44.7,7630.127104,716,69
2024-05-29 16:01:07.566410,6.6,44.7,7628.034048,716,69
2024-05-29 16:01:12.785081,6.8,44.7,7627.776,716,69
2024-05-29 16:01:18.033063,6.7,44.7,7628.824576,716,68
2024-05-29 16:01:23.283319,6.1,44.7,7626.346496,716,69
2024-05-29 16:01:28.520095,6.2,44.7,7626.633216,716,69
2024-05-29 16:01:33.754352,7.2,44.7,7628.468224,716,69
2024-05-29 16:01:38.990580,7.4,44.7,7627.517952,716,69
2024-05-29 16:01:44.207887,6.6,44.7,7628.84096,716,68
2024-05-29 16:01:49.411578,7.1,44.7,7627.599872,716,69
2024-05-29 16:01:54.629771,7.7,44.8,7650.566144,716,69
2024-05-29 16:01:59.880369,6.6,44.9,7657.426944,716,69
2024-05-29 16:02:05.082702,6.8,44.7,7639.87968,716,68
2024-05-29 16:02:10.315369,7.2,44.8,7645.749248,716,68
2024-05-29 16:02:15.534975,6.7,44.8,7643.680768,716,69
2024-05-29 16:02:20.754561,7.0,44.8,7647.08864,716,69
2024-05-29 16:02:25.976532,7.1,44.8,7644.893184,716,69
2024-05-29 16:02:31.207478,6.7,44.8,7654.699008,716,69
2024-05-29 16:02:36.426735,7.5,44.8,7649.128448,716,68
2024-05-29 16:02:41.662783,8.0,44.8,7658.233856,716,68
2024-05-29 16:02:46.885332,7.1,44.8,7651.893248,716,69
2024-05-29 16:02:52.115259,7.6,44.8,7654.977536,716,68
2024-05-29 16:02:57.362415,6.9,44.8,7654.080512,716,68
2024-05-29 16:03:02.599978,6.7,44.8,7656.718336,716,68
2024-05-29 16:03:07.831900,7.3,44.8,7655.063552,716,69
2024-05-29 16:03:13.081994,6.5,44.8,7652.757504,716,69
2024-05-29 16:03:18.301838,6.7,44.8,7655.370752,716,68
2024-05-29 16:03:23.550314,6.7,44.8,7650.44736,716,69
2024-05-29 16:03:28.768172,7.4,44.8,7652.990976,716,68
2024-05-29 16:03:33.989923,7.2,44.8,7651.106816,716,68
2024-05-29 16:03:39.221621,6.9,44.8,7651.725312,716,68
2024-05-29 16:03:44.456512,7.6,44.8,7653.326848,716,68
2024-05-29 16:03:49.691067,6.8,44.8,7653.126144,716,68
2024-05-29 16:03:54.923974,7.4,44.8,7648.74752,716,68
2024-05-29 16:04:00.172484,7.2,44.8,7646.081024,716,68
2024-05-29 16:04:05.411569,6.5,44.8,7649.521664,716,69
2024-05-29 16:04:10.628887,6.8,44.8,7643.082752,716,69
2024-05-29 16:04:15.879938,6.4,44.8,7645.663232,716,68
2024-05-29 16:04:21.129861,7.1,44.8,7641.120768,716,69
2024-05-29 16:04:26.362081,7.2,44.8,7645.126656,716,69
2024-05-29 16:04:31.598940,7.8,44.8,7643.136,716,69
2024-05-29 16:04:36.846620,7.5,44.8,7644.676096,716,69
2024-05-29 16:04:42.065584,7.0,44.8,7640.8832,716,69
2024-05-29 16:04:47.312930,7.7,44.8,7643.701248,716,69
2024-05-29 16:04:52.550427,6.7,44.8,7641.341952,716,68
2024-05-29 16:04:57.784420,6.6,44.7,7636.2752,716,68
2024-05-29 16:05:03.031818,6.7,44.8,7641.038848,716,69
2024-05-29 16:05:08.269963,6.9,44.8,7643.377664,716,68
2024-05-29 16:05:13.516814,8.1,44.8,7646.552064,716,68
2024-05-29 16:05:18.740009,6.4,44.8,7644.307456,716,69
2024-05-29 16:05:23.985870,7.6,44.8,7647.453184,716,68
2024-05-29 16:05:29.236473,6.3,44.8,7643.787264,716,69
2024-05-29 16:05:34.487016,7.1,44.8,7643.07456,716,69
2024-05-29 16:05:39.739612,6.9,44.8,7640.670208,716,68
2024-05-29 16:05:44.968563,6.7,44.8,7642.472448,716,69
2024-05-29 16:05:50.221302,7.0,44.7,7639.658496,716,68
2024-05-29 16:05:55.472157,6.8,44.8,7643.226112,716,68
2024-05-29 16:06:00.691653,6.0,44.8,7642.05056,716,68
2024-05-29 16:06:05.943921,7.5,44.8,7645.134848,716,68
2024-05-29 16:06:11.163110,6.9,44.8,7641.083904,716,68
2024-05-29 16:06:16.394992,7.0,44.8,7644.22144,716,69
2024-05-29 16:06:21.644958,7.6,44.8,7646.703616,716,68
2024-05-29 16:06:26.873781,7.5,44.8,7647.997952,716,69
2024-05-29 16:06:32.098013,8.0,44.8,7646.06464,716,68
2024-05-29 16:06:37.333457,7.0,44.8,7648.366592,716,68
2024-05-29 16:06:42.551557,7.1,44.8,7648.247808,716,69
2024-05-29 16:06:47.787345,7.1,44.8,7650.689024,716,68
2024-05-29 16:06:53.019243,6.9,44.8,7647.678464,716,68
2024-05-29 16:06:58.252408,6.9,44.6,7622.156288,716,69
2024-05-29 16:07:03.501494,7.5,44.7,7630.139392,716,69
2024-05-29 16:07:08.752829,6.2,44.7,7635.382272,716,68
2024-05-29 16:07:13.988499,6.7,44.7,7633.77664,716,68
2024-05-29 16:07:19.237589,6.8,44.7,7634.112512,716,68
2024-05-29 16:07:24.488669,6.8,44.7,7636.430848,716,69
2024-05-29 16:07:29.724613,7.2,44.7,7635.59936,716,68
2024-05-29 16:07:34.970915,7.1,44.7,7639.3472,716,68
2024-05-29 16:07:40.222015,7.3,44.7,7636.80768,716,69
2024-05-29 16:07:45.469589,6.8,44.8,7641.165824,716,69
2024-05-29 16:07:50.692944,6.8,44.7,7634.407424,716,68
2024-05-29 16:07:55.927676,6.8,44.7,7624.82688,716,69
2024-05-29 16:08:01.164639,6.8,44.6,7623.094272,716,69
2024-05-29 16:08:06.413555,6.6,44.7,7626.15808,716,69
2024-05-29 16:08:11.646323,7.0,44.7,7626.944512,716,68
2024-05-29 16:08:16.880227,7.6,44.7,7628.263424,716,69
2024-05-29 16:08:22.113467,7.0,44.7,7626.022912,716,69
2024-05-29 16:08:27.349274,6.7,44.7,7628.61568,716,69
2024-05-29 16:08:32.565826,7.8,44.7,7627.149312,716,69
2024-05-29 16:08:37.815261,7.3,44.7,7626.633216,716,69
2024-05-29 16:08:43.065832,7.6,44.7,7630.503936,716,69
2024-05-29 16:08:48.301376,6.4,44.7,7626.919936,716,68
2024-05-29 16:08:53.536248,6.7,44.7,7628.918784,716,68
2024-05-29 16:08:58.770045,7.2,44.7,7627.759616,716,69
2024-05-29 16:09:04.023297,7.2,44.7,7632.429056,716,68
2024-05-29 16:09:09.272239,7.2,44.7,7623.983104,716,69
2024-05-29 16:09:14.504489,7.2,44.7,7628.6976,716,69
2024-05-29 16:09:19.739605,6.5,44.6,7625.080832,716,69
2024-05-29 16:09:24.971822,6.7,44.7,7625.572352,716,69
2024-05-29 16:09:30.203866,7.3,44.6,7622.115328,716,69
2024-05-29 16:09:35.454889,7.0,44.7,7625.945088,716,69
2024-05-29 16:09:40.677277,7.3,44.8,7646.69952,716,69
2024-05-29 16:09:45.907771,7.0,44.8,7652.831232,716,69
2024-05-29 16:09:51.144793,6.4,44.8,7651.176448,716,69
2024-05-29 16:09:56.377640,6.9,44.8,7656.148992,716,68
2024-05-29 16:10:01.598291,6.9,44.8,7655.780352,716,68
2024-05-29 16:10:06.833529,6.5,44.9,7659.655168,716,69
2024-05-29 16:10:12.067519,12.3,44.9,7662.108672,716,69
2024-05-29 16:10:17.301319,7.8,46.2,7884.3904,716,69
2024-05-29 16:10:22.552401,7.5,46.4,7915.020288,716,69
2024-05-29 16:10:27.794133,6.1,45.2,7715.319808,716,69
2024-05-29 16:10:33.020701,7.1,45.2,7717.306368,716,69
2024-05-29 16:10:38.255173,6.8,45.2,7719.337984,716,69
2024-05-29 16:10:43.504274,6.5,45.2,7717.142528,716,69
2024-05-29 16:10:48.752286,7.4,45.2,7713.681408,716,69
2024-05-29 16:10:53.986978,6.6,45.1,7708.069888,716,69
2024-05-29 16:10:59.224784,6.4,45.2,7711.502336,716,69
2024-05-29 16:11:04.473752,6.0,45.2,7708.946432,716,69
2024-05-29 16:11:09.723221,6.9,45.2,7713.349632,716,69
2024-05-29 16:11:14.957293,7.4,45.2,7711.813632,716,69
2024-05-29 16:11:20.206334,6.9,45.2,7716.2496,716,69
2024-05-29 16:11:25.444065,7.2,45.1,7702.368256,716,69
