Timestamp,CPU Percentage,RAM Percentage,RAM Memory,GPU Memory,GPU Temperature
2024-05-29 13:51:26.120138,17.6,45.7,7806.722048,716,71
2024-05-29 13:51:31.349334,10.1,45.7,7808.536576,716,71
2024-05-29 13:51:36.581104,8.7,45.7,7805.157376,716,70
2024-05-29 13:51:41.799344,17.4,45.9,7829.99552,716,70
2024-05-29 13:51:47.036338,13.2,45.8,7811.268608,716,70
2024-05-29 13:51:52.269339,12.3,45.9,7832.383488,716,70
2024-05-29 13:51:57.505892,11.3,46.3,7898.046464,716,70
2024-05-29 13:52:02.727781,13.8,46.4,7929.724928,716,71
2024-05-29 13:52:07.958862,12.0,44.8,7644.995584,716,71
2024-05-29 13:52:13.186286,25.6,45.9,7843.4304,716,71
2024-05-29 13:52:18.438099,50.8,45.1,7702.355968,716,71
2024-05-29 13:52:23.738178,7.3,45.5,7774.011392,716,71
2024-05-29 13:52:28.941198,6.2,44.5,7600.586752,716,71
2024-05-29 13:52:34.176891,8.4,44.5,7600.201728,716,70
2024-05-29 13:52:39.390657,11.1,44.5,7593.96352,716,70
2024-05-29 13:52:44.628837,7.2,44.5,7594.397696,716,70
2024-05-29 13:52:49.864721,6.3,44.5,7596.232704,716,70
2024-05-29 13:52:55.098908,6.8,44.5,7598.645248,716,70
2024-05-29 13:53:00.316891,7.2,44.5,7592.218624,716,70
2024-05-29 13:53:05.551053,7.6,44.5,7602.253824,716,70
2024-05-29 13:53:10.768639,6.6,44.5,7594.631168,716,70
2024-05-29 13:53:15.988863,6.6,44.5,7598.575616,716,70
2024-05-29 13:53:21.207642,7.4,44.5,7597.060096,716,70
2024-05-29 13:53:26.441730,7.2,44.5,7597.948928,716,70
2024-05-29 13:53:31.659390,7.2,44.5,7595.37664,716,70
2024-05-29 13:53:36.873922,6.8,44.5,7598.497792,716,70
2024-05-29 13:53:42.082586,7.0,44.5,7596.97408,716,70
2024-05-29 13:53:47.300350,7.7,44.5,7596.363776,716,70
2024-05-29 13:53:52.536317,6.5,44.5,7598.96064,716,70
2024-05-29 13:53:57.771237,6.8,44.5,7594.278912,716,69
2024-05-29 13:54:02.989927,6.7,44.5,7596.961792,716,69
2024-05-29 13:54:08.207137,6.9,44.5,7595.278336,716,69
2024-05-29 13:54:13.441849,6.6,44.5,7597.40416,716,69
2024-05-29 13:54:18.676176,6.5,44.5,7593.422848,716,69
2024-05-29 13:54:23.909762,7.4,44.5,7595.175936,716,69
2024-05-29 13:54:29.112021,7.1,44.3,7570.731008,716,69
2024-05-29 13:54:34.331335,7.2,44.3,7568.457728,716,69
2024-05-29 13:54:39.536116,6.5,44.3,7570.907136,716,69
